7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 13.743196 15.880802
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 13.743196 -0.169295
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 -0.190876 -0.193530
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 -0.210610 -0.211916 -0.193530
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 13.743196 15.880802
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 13.743196 -0.223825
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 12.287932 -0.238217 -0.223825
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 11.231906 -0.253074 -0.238217 -0.223825
7.975480 8.324330 8.722254 9.188171 9.740312 10.397443 -0.267332 -0.253074 -0.238217 -0.223825
7.975480 8.324330 8.722254 9.188171 9.740312 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
7.975480 8.324330 8.722254 9.188171 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
7.975480 8.324330 8.722254 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.120823
7.975480 8.324330 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.148795 -0.114764
7.975480 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.172864 -0.143535 -0.108705
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.193785 -0.168146 -0.138275 -0.029939
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.213465 -0.189459 -0.163428 -0.069893 -0.102646
-0.347718 -0.335080 -0.322195 -0.308939 -0.231193 -0.209447 -0.185132 -0.102091 -0.133015 -0.029939
-0.347718 -0.335080 -0.322195 -0.248197 -0.227417 -0.205429 -0.128891 -0.158709 -0.069893 -0.102646
-0.347718 -0.335080 -0.264348 -0.244624 -0.223641 -0.153198 -0.180806 -0.102091 -0.133015 -0.023880
-0.347718 -0.279697 -0.260945 -0.241051 -0.174558 -0.201411 -0.128891 -0.158709 -0.064633 -0.223825
-0.294485 -0.276439 -0.257543 -0.194602 -0.219866 -0.153198 -0.180806 -0.097373 -0.238217 -0.223825
-0.291353 -0.273181 -0.213307 -0.237478 -0.174558 -0.201411 -0.124565 -0.253074 -0.238217 -0.023880
-0.288222 -0.230829 -0.254140 -0.194602 -0.219866 -0.149180 -0.267332 -0.253074 -0.064633 -0.223825
-0.247514 -0.269923 -0.213307 -0.237478 -0.170782 -0.281767 -0.267332 -0.097373 -0.238217 -0.223825
-0.285090 -0.230829 -0.254140 -0.191029 -0.295379 -0.281767 -0.124565 -0.253074 -0.238217 -0.223825
-0.247514 -0.269923 -0.209905 -0.308939 -0.295379 -0.149180 -0.267332 -0.253074 -0.238217 -0.223825
-0.285090 -0.227571 -0.322195 -0.308939 -0.170782 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.244383 -0.335080 -0.322195 -0.191029 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.347718 -0.335080 -0.209905 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.217766
-0.347718 -0.227571 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.232957 -0.217766
-0.244383 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.248355 -0.232957 -0.163236
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.263005 -0.248355 -0.185616 -0.223825
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.277749 -0.263005 -0.205891 -0.238217 -0.157177
-0.347718 -0.335080 -0.322195 -0.308939 -0.291603 -0.277749 -0.224069 -0.253074 -0.180356 -0.151118
-0.347718 -0.335080 -0.322195 -0.305366 -0.291603 -0.241589 -0.267332 -0.201173 -0.175096 -0.145059
-0.347718 -0.335080 -0.318792 -0.305366 -0.257622 -0.281767 -0.219743 -0.196455 -0.169835 -0.223825
-0.347718 -0.331822 -0.318792 -0.273208 -0.295379 -0.237571 -0.215416 -0.191737 -0.238217 -0.223825
-0.344587 -0.331822 -0.288167 -0.308939 -0.253847 -0.233553 -0.211090 -0.253074 -0.238217 -0.223825
-0.344587 -0.302502 -0.322195 -0.269635 -0.250071 -0.229536 -0.267332 -0.253074 -0.238217 -0.223825
-0.316404 -0.335080 -0.284765 -0.266062 -0.246295 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.347718 -0.299244 -0.281362 -0.262489 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.313273 -0.295986 -0.277959 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.310141 -0.292728 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.205648
-0.307010 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.222437 -0.199589
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.238919 -0.217177 -0.193530
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.254353 -0.234201 -0.211916 -0.223825
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.269713 -0.250027 -0.229483 -0.238217 -0.223825
-0.347718 -0.335080 -0.322195 -0.308939 -0.284052 -0.265696 -0.245700 -0.253074 -0.238217 -0.217766
-0.347718 -0.335080 -0.322195 -0.298220 -0.280276 -0.261678 -0.267332 -0.253074 -0.232957 -0.217766
-0.347718 -0.335080 -0.311986 -0.294647 -0.276501 -0.281767 -0.267332 -0.248355 -0.232957 -0.211707
-0.347718 -0.325307 -0.308584 -0.291073 -0.295379 -0.281767 -0.263005 -0.248355 -0.227697 -0.223825
-0.338324 -0.322049 -0.305181 -0.308939 -0.295379 -0.277749 -0.263005 -0.243637 -0.238217 -0.223825
-0.335192 -0.318791 -0.322195 -0.308939 -0.291603 -0.277749 -0.258679 -0.253074 -0.238217 -0.223825
-0.332061 -0.335080 -0.322195 -0.305366 -0.291603 -0.273731 -0.267332 -0.253074 -0.238217 -0.223825
-0.347718 -0.335080 -0.318792 -0.305366 -0.287828 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
-0.347718 -0.331822 -0.318792 -0.301793 -0.295379 -0.281767 -0.267332 -0.253074 -0.238217 -0.205648
-0.344587 -0.331822 -0.315389 -0.308939 -0.295379 -0.281767 -0.267332 -0.253074 -0.222437 -0.199589
-0.344587 -0.328565 -0.322195 -0.308939 -0.295379 -0.281767 -0.267332 -0.238919 -0.217177 -0.193530
-0.341455 -0.335080 -0.322195 -0.308939 -0.295379 -0.281767 -0.254353 -0.234201 -0.211916 -0.223825
-0.347718 -0.335080 -0.322195 -0.308939 -0.295379 -0.269713 -0.250027 -0.229483 -0.238217 -0.223825
-0.347718 -0.335080 -0.322195 -0.308939 -0.284052 -0.265696 -0.245700 -0.253074 -0.238217 -0.223825
-0.347718 -0.335080 -0.322195 -0.298220 -0.280276 -0.261678 -0.267332 -0.253074 -0.238217 -0.223825
-0.347718 -0.335080 -0.311986 -0.294647 -0.276501 -0.281767 -0.267332 -0.253074 -0.238217 -0.223825
